Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimIndicator
0.59,E,4,0,47,50,B2,Regular,6736,R11,1
1.0,C,5,2,60,62,B3,Diesel,481,R82,0
1.0,E,6,3,42,50,B2,Diesel,2715,R24,0
0.75,B,7,10,26,85,B1,Diesel,60,R24,0
0.56,B,4,5,46,50,B2,Regular,84,R11,0
0.65,C,7,19,42,80,B5,Regular,282,R24,0
0.92,A,5,5,43,50,B3,Diesel,34,R53,0
0.41,C,7,4,41,100,B1,Diesel,221,R91,0
0.28,E,4,2,41,50,B6,Diesel,3856,R11,0
0.08,D,8,1,28,60,B2,Regular,1326,R93,0
1.0,B,11,6,71,50,B11,Regular,94,R53,0
1.0,B,10,5,51,50,B2,Regular,52,R53,0
0.44,A,6,1,51,50,B12,Diesel,28,R74,0
0.17,E,8,1,31,52,B12,Diesel,3317,R93,0
0.75,D,6,7,52,50,B1,Diesel,1326,R93,0
0.71,E,12,1,45,90,B12,Diesel,3301,R73,0
0.19,F,5,1,29,50,B2,Diesel,10068,R11,0
0.07,D,10,7,66,50,B10,Diesel,1064,R24,0
1.0,C,6,6,43,50,B5,Regular,223,R72,0
0.37,C,8,1,54,50,B12,Diesel,219,R93,0
0.71,C,10,3,38,50,B12,Diesel,195,R22,0
1.0,A,6,8,55,50,B1,Diesel,9,R24,0
0.27,D,6,9,34,90,B1,Diesel,745,R82,0
1.0,D,7,17,24,85,B2,Diesel,741,R24,0
0.08,D,10,17,31,80,B2,Diesel,670,R82,0
1.0,E,6,7,41,50,B1,Regular,2399,R24,0
0.62,C,4,2,56,50,B12,Regular,211,R72,0
0.74,E,4,12,55,77,B6,Regular,8455,R82,0
1.0,C,7,7,53,50,B1,Diesel,151,R53,0
0.54,E,7,1,48,54,B12,Regular,8880,R11,0
0.07,E,8,0,27,68,B12,Diesel,6284,R11,0
0.55,D,6,9,28,90,B2,Diesel,949,R24,0
1.0,D,11,12,42,50,B3,Regular,854,R82,0
0.24,A,7,1,37,50,B10,Diesel,12,R24,0
1.0,A,5,10,28,60,B13,Diesel,43,R54,0
1.0,B,8,12,58,50,B2,Diesel,83,R23,0
0.79,E,5,3,63,50,B12,Regular,3317,R93,0
0.74,D,7,1,50,50,B1,Regular,511,R24,0
1.0,E,6,14,79,56,B2,Diesel,9307,R82,1
0.008196721,C,6,5,45,50,B2,Diesel,471,R11,0
0.36,B,6,14,57,50,B5,Diesel,86,R82,0
0.08,C,5,1,35,57,B2,Diesel,168,R22,0
1.0,C,10,14,49,50,B2,Diesel,169,R54,0
1.0,E,7,12,47,50,B1,Regular,4128,R52,0
0.2,E,9,6,55,50,B12,Regular,3339,R11,0
0.03,E,6,12,34,51,B6,Regular,6729,R11,0
0.5,E,6,15,42,50,B1,Diesel,3317,R93,0
0.2,A,6,9,57,50,B1,Diesel,29,R94,0
1.0,A,6,11,30,54,B3,Diesel,25,R24,0
0.02,D,11,1,32,50,B11,Diesel,500,R53,0
0.08,B,6,2,33,54,B5,Regular,57,R93,0
1.0,C,4,14,41,50,B2,Regular,141,R82,0
0.21,C,6,13,27,76,B1,Diesel,186,R24,0
1.0,D,6,12,77,50,B1,Diesel,957,R52,0
0.09,D,5,2,31,125,B12,Regular,1753,R82,0
1.0,A,4,13,58,50,B1,Diesel,26,R24,0
0.44,C,6,6,68,50,B2,Diesel,109,R24,0
1.0,B,7,1,30,50,B2,Diesel,81,R24,0
0.08,C,7,8,52,62,B2,Diesel,115,R91,0
0.55,D,5,5,27,90,B1,Regular,1296,R24,0
0.23,C,4,15,54,50,B6,Regular,137,R24,0
0.29,E,5,4,31,54,B4,Diesel,4385,R11,0
0.55,E,10,11,41,50,B12,Diesel,4348,R72,0
0.24,A,11,3,36,51,B1,Diesel,21,R25,0
0.53,F,10,0,49,50,B12,Diesel,27000,R11,0
0.75,A,7,3,36,50,B1,Diesel,9,R24,0
0.97,E,5,2,51,50,B2,Diesel,2252,R82,0
0.86,A,5,8,29,54,B3,Diesel,31,R25,0
0.38,C,5,11,40,50,B6,Regular,140,R82,0
1.03,E,7,0,70,50,B12,Diesel,9307,R82,0
0.07,E,7,1,29,72,B10,Diesel,3866,R24,0
1.0,C,8,21,37,50,B1,Diesel,155,R24,0
1.0,C,10,8,55,50,B12,Regular,142,R52,0
0.49,E,9,0,50,50,B1,Regular,8880,R11,1
1.0,A,7,16,41,100,B5,Diesel,37,R24,0
0.13,A,11,11,33,54,B1,Diesel,43,R24,0
0.5,E,7,11,40,51,B2,Diesel,4762,R93,0
0.96,E,5,16,52,68,B2,Diesel,3317,R93,0
0.24,A,5,12,76,62,B2,Diesel,25,R24,1
0.2,B,4,2,45,50,B12,Regular,77,R26,0
0.66,C,5,16,22,90,B2,Diesel,270,R24,0
0.75,A,7,15,51,50,B2,Regular,27,R24,0
0.03,A,6,4,36,50,B1,Regular,44,R53,0
0.43,D,4,3,24,76,B4,Diesel,1313,R24,0
0.36,D,5,13,26,95,B2,Diesel,1313,R24,0
1.0,E,4,21,48,50,B1,Regular,2715,R24,0
0.83,F,5,5,62,60,B3,Regular,27000,R11,0
0.75,E,4,8,43,50,B5,Regular,2715,R93,0
0.95,D,6,9,24,80,B2,Diesel,568,R24,0
1.0,A,4,2,88,50,B1,Regular,20,R24,0
0.22,E,8,1,36,51,B12,Diesel,9307,R82,0
0.49,B,6,9,35,57,B5,Regular,99,R93,0
1.0,C,6,13,59,68,B1,Diesel,262,R53,0
0.11,C,6,6,54,54,B12,Regular,209,R82,0
0.44,C,7,0,43,50,B12,Regular,188,R22,1
0.04,A,8,9,50,50,B3,Regular,28,R21,0
0.01,A,6,8,47,50,B1,Diesel,48,R24,0
0.5,B,6,9,61,50,B1,Diesel,59,R24,0
0.29,D,6,5,47,50,B12,Diesel,1397,R41,0
0.71,C,6,4,53,50,B12,Regular,264,R31,0
0.97,C,7,15,44,50,B2,Diesel,114,R91,0
0.39,C,4,1,24,80,B12,Diesel,132,R94,0
0.0082191780821917,A,7,14,36,60,B1,Regular,46,R53,0
0.41,E,7,27,53,50,B3,Regular,4762,R93,0
0.49,D,5,6,46,50,B1,Regular,1247,R73,0
0.53,A,5,14,46,50,B3,Regular,37,R24,0
0.11,E,5,7,53,50,B5,Diesel,3317,R93,0
0.1,C,10,0,49,57,B12,Regular,211,R72,1
1.0,D,6,4,58,50,B3,Diesel,1601,R41,0
1.0,C,6,3,50,50,B1,Diesel,461,R53,0
0.5,C,4,21,66,57,B1,Regular,115,R91,0
1.0,C,5,7,62,50,B1,Regular,405,R24,0
1.0,D,5,5,79,50,B2,Regular,1313,R24,0
1.0,C,9,3,72,50,B4,Diesel,473,R53,0
0.08,E,4,0,33,76,B12,Regular,3075,R72,0
0.78,B,7,3,59,50,B12,Diesel,90,R31,0
0.38,C,9,12,63,50,B13,Regular,368,R82,0
0.34,E,6,6,78,50,B2,Diesel,3866,R24,0
1.0,C,7,17,67,50,B2,Regular,149,R24,0
0.06,A,6,6,52,55,B1,Regular,22,R24,0
0.37,A,5,2,42,50,B2,Diesel,28,R72,0
0.15,C,6,9,30,60,B3,Diesel,155,R24,0
0.12,A,10,5,31,57,B13,Diesel,34,R24,0
1.0,A,4,2,99,50,B1,Regular,19,R24,0
1.0,B,10,5,71,50,B11,Diesel,74,R52,0
0.14,C,7,0,28,60,B12,Diesel,435,R54,0
0.33,E,8,17,32,53,B2,Regular,3317,R93,0
0.94,C,4,18,19,95,B1,Regular,214,R52,0
0.24,C,7,7,48,50,B10,Diesel,398,R53,0
0.66,D,6,10,54,95,B1,Diesel,1054,R24,0
0.13,C,4,1,42,50,B12,Diesel,358,R73,0
1.0,E,7,8,59,50,B6,Diesel,2054,R93,0
0.01,B,7,1,37,50,B12,Regular,81,R43,0
0.32,E,4,1,26,100,B12,Diesel,9307,R82,0
0.91,E,7,1,64,50,B1,Regular,3301,R73,0
0.07,D,7,17,43,90,B1,Regular,1408,R52,0
0.27,C,5,10,22,100,B2,Regular,416,R82,0
0.49,C,4,11,52,92,B2,Regular,269,R91,0
0.28,E,6,13,64,50,B2,Diesel,3744,R93,0
1.0,B,6,16,85,50,B5,Regular,61,R31,0
1.0,B,6,6,54,50,B3,Diesel,100,R82,0
1.0,C,6,4,26,60,B2,Diesel,355,R53,0
0.05,A,7,8,57,50,B2,Regular,49,R24,0
1.0,B,5,1,54,50,B2,Diesel,67,R24,1
0.18,D,6,9,29,72,B2,Diesel,1054,R24,0
0.08,E,5,1,35,76,B2,Diesel,4059,R23,0
0.76,C,7,0,32,50,B4,Regular,226,R82,0
0.49,E,4,5,26,72,B2,Regular,4128,R52,1
0.2,C,5,4,61,50,B2,Diesel,270,R24,0
0.2,E,6,6,21,100,B2,Diesel,4128,R52,0
0.16,D,4,12,45,54,B2,Regular,745,R82,0
0.08,E,9,15,68,50,B2,Regular,4348,R72,0
0.5,A,5,9,52,50,B5,Diesel,30,R93,0
1.0,B,7,9,63,50,B1,Regular,71,R24,0
1.0,C,7,8,37,50,B2,Diesel,117,R52,0
0.36,E,5,11,32,68,B4,Regular,3688,R82,0
1.0,D,7,10,37,50,B3,Diesel,1313,R24,0
0.58,E,6,2,28,64,B12,Diesel,2537,R31,0
0.03,F,7,2,25,85,B12,Regular,14368,R11,0
0.29,E,4,3,40,90,B12,Regular,4220,R11,0
0.22,C,9,8,28,76,B1,Regular,222,R24,0
0.13,E,6,10,34,60,B1,Diesel,3274,R11,0
0.1,C,6,6,42,50,B2,Diesel,140,R82,0
0.51,D,7,8,37,95,B2,Diesel,1054,R24,0
1.0,D,10,7,44,50,B2,Diesel,1719,R82,0
0.61,C,7,2,30,68,B12,Diesel,272,R22,0
0.08,C,6,2,56,50,B12,Diesel,213,R73,0
0.08,D,4,27,41,50,B1,Regular,1028,R23,0
0.08,E,4,6,82,70,B13,Regular,4348,R72,0
1.0,E,9,10,49,50,B12,Diesel,9307,R82,0
1.0,C,5,13,49,50,B5,Diesel,280,R72,0
0.07,F,9,7,32,76,B13,Regular,13520,R11,0
1.0,C,8,10,46,50,B1,Diesel,405,R24,0
0.39,E,5,1,38,50,B5,Diesel,4348,R72,0
0.01,B,9,4,55,50,B1,Diesel,97,R22,0
1.0,C,8,11,73,50,B1,Diesel,287,R53,0
1.0,C,7,1,60,50,B11,Regular,473,R53,0
1.0,F,8,7,24,76,B2,Diesel,27000,R11,0
1.0,A,4,10,36,50,B2,Regular,46,R24,0
0.49,E,9,16,41,50,B10,Diesel,3317,R93,0
0.46,A,6,1,30,57,B12,Diesel,31,R73,0
0.46,A,4,1,39,51,B12,Diesel,18,R94,0
0.83,F,5,11,28,60,B4,Regular,17140,R11,0
0.93,C,5,17,27,60,B2,Diesel,483,R91,0
0.46,E,7,3,61,50,B12,Regular,9307,R82,0
0.22,F,7,4,36,58,B12,Regular,12750,R11,0
0.62,E,5,14,25,95,B5,Diesel,2120,R73,0
0.38,A,6,0,35,54,B12,Diesel,20,R82,0
0.13,B,7,0,41,50,B12,Diesel,84,R82,0
0.29,D,5,2,28,72,B12,Regular,1609,R11,0
0.06,C,6,6,42,50,B1,Diesel,136,R73,0
0.03,E,4,3,63,100,B12,Regular,2446,R93,0
0.49,E,9,16,32,72,B12,Regular,5449,R82,0
0.25,C,10,6,35,80,B12,Regular,209,R93,0
0.19,C,5,0,27,85,B3,Diesel,359,R93,1
0.77,A,9,2,62,51,B12,Regular,48,R24,0
0.53,C,10,4,44,50,B1,Diesel,265,R91,0
0.43,D,6,11,34,57,B2,Diesel,1045,R73,0
0.51,D,5,7,61,76,B5,Diesel,1326,R93,0
0.06,E,5,2,52,50,B6,Regular,2733,R93,0
1.0,E,4,10,37,51,B2,Regular,3430,R93,0
0.03,A,4,3,41,95,B2,Regular,20,R24,0
0.07,E,4,3,31,64,B1,Regular,5460,R11,0
0.33,A,4,7,23,76,B2,Regular,48,R24,0
0.84,D,5,2,52,80,B4,Diesel,776,R41,0
0.49,C,9,19,72,62,B4,Regular,142,R72,0
0.54,E,8,3,52,63,B12,Diesel,4404,R11,0
1.0,E,4,10,41,50,B2,Diesel,2715,R93,0
0.87,D,5,2,54,50,B12,Regular,863,R82,0
0.05,E,9,2,42,57,B12,Regular,2308,R31,0
0.47,E,10,10,22,50,B10,Regular,3095,R31,0
0.15,C,11,17,60,50,B1,Diesel,283,R25,0
1.0,C,6,3,51,50,B1,Diesel,214,R26,0
0.77,C,4,8,56,50,B2,Regular,227,R54,0
0.31,C,11,0,47,50,B11,Diesel,113,R93,0
0.53,B,9,2,41,50,B12,Regular,74,R73,0
1.0,D,6,6,60,50,B2,Diesel,1408,R52,0
1.0,D,9,10,55,50,B6,Regular,1489,R52,0
1.0,C,6,10,29,60,B5,Regular,171,R25,0
0.53,E,10,2,54,50,B12,Regular,2007,R11,0
1.0,C,4,3,28,76,B1,Regular,473,R53,0
1.0,B,4,3,65,67,B6,Regular,77,R82,0
0.81,E,7,3,47,50,B12,Regular,4762,R93,0
1.0,A,9,1,34,58,B1,Diesel,20,R72,0
0.44,C,7,0,49,50,B12,Diesel,198,R91,0
0.67,D,6,10,46,60,B2,Diesel,843,R22,0
1.0,C,4,3,73,50,B1,Diesel,182,R24,0
0.62,A,4,12,22,114,B2,Diesel,48,R53,0
0.02,F,4,1,49,50,B12,Regular,27000,R11,0
0.08,E,7,5,37,54,B6,Regular,9307,R82,0
0.5,E,6,6,45,50,B1,Regular,2446,R93,0
0.09,D,6,14,31,57,B1,Diesel,1294,R72,0
1.0,C,6,1,53,50,B3,Diesel,200,R72,1
0.93,E,4,5,29,60,B2,Diesel,3545,R11,0
0.96,D,12,4,53,50,B10,Diesel,983,R52,0
0.1,D,4,1,51,50,B4,Diesel,562,R54,0
0.2,D,4,5,52,52,B1,Regular,1386,R31,0
0.12,C,6,6,38,60,B12,Diesel,130,R11,0
0.02,D,6,3,29,54,B1,Diesel,1974,R54,0
0.49,D,9,1,40,60,B6,Diesel,721,R93,0
1.0,C,6,6,42,56,B2,Diesel,273,R22,0
0.33,D,4,16,21,95,B6,Regular,1054,R24,0
0.57,D,7,20,57,50,B2,Regular,1064,R24,1
1.0,C,6,5,30,57,B5,Regular,378,R82,0
0.04,D,5,3,49,50,B12,Diesel,562,R54,0
1.0,C,6,7,45,50,B2,Diesel,266,R72,0
0.59,D,6,7,25,95,B3,Regular,522,R52,0
0.05,C,9,9,40,50,B4,Diesel,172,R24,0
0.09,B,7,15,47,50,B5,Diesel,97,R22,0
0.3,D,4,14,24,72,B2,Regular,706,R53,0
0.41,D,5,16,29,68,B3,Diesel,1753,R82,1
0.7,C,4,7,54,50,B12,Regular,251,R52,0
0.59,C,4,3,33,85,B3,Regular,170,R72,0
0.08,C,13,14,39,50,B11,Regular,105,R23,0
0.79,B,8,8,44,50,B2,Diesel,59,R24,0
0.91,B,11,9,28,85,B2,Regular,51,R24,0
1.0,B,4,17,62,50,B2,Regular,57,R24,0
0.03,C,6,16,29,60,B2,Diesel,107,R72,0
0.45,A,5,4,61,50,B12,Regular,37,R83,0
1.0,D,11,12,49,57,B2,Regular,644,R53,0
0.08,C,5,4,40,50,B1,Diesel,304,R53,0
1.0,A,5,9,70,50,B2,Diesel,16,R24,0
0.54,C,7,13,42,54,B1,Regular,149,R24,0
0.07,E,9,14,30,72,B3,Regular,8880,R11,0
0.74,E,5,7,24,62,B1,Regular,3317,R93,0
1.0,C,4,15,33,57,B1,Regular,212,R83,0
1.0,D,4,10,33,51,B1,Regular,561,R82,0
0.72,A,6,7,35,85,B1,Diesel,30,R24,0
1.0,A,7,16,48,50,B2,Regular,23,R24,0
0.02,E,4,4,28,90,B1,Regular,6689,R11,0
1.0,A,7,6,36,50,B1,Diesel,21,R53,0
0.43,C,5,10,49,54,B2,Regular,176,R24,0
1.0,D,9,10,73,50,B1,Regular,741,R24,1
0.79,A,11,1,61,50,B12,Regular,23,R24,0
1.0,D,10,6,59,50,B12,Regular,632,R24,1
0.5,C,6,4,44,50,B12,Regular,161,R72,0
1.0,C,9,12,40,60,B2,Diesel,405,R24,0
0.18,E,7,8,42,50,B6,Diesel,2044,R24,0
0.08,F,7,0,55,50,B12,Diesel,10961,R11,0
0.29,A,10,13,40,50,B1,Diesel,14,R24,0
0.08,E,7,1,47,50,B1,Regular,2163,R52,0
0.12,D,6,4,68,50,B12,Regular,1541,R91,0
0.61,E,7,2,40,76,B12,Diesel,3608,R23,0
0.55,D,4,7,47,50,B6,Regular,747,R53,0
0.75,D,14,8,57,50,B11,Regular,1719,R82,0
0.44,E,4,1,53,76,B12,Regular,4762,R93,0
0.43,D,4,1,27,72,B12,Diesel,1541,R91,0
0.08,E,6,15,41,70,B2,Diesel,8455,R82,0
0.7,E,7,1,44,62,B12,Regular,4348,R72,0
0.16,A,9,0,32,51,B2,Regular,10,R24,0
0.83,C,6,18,34,51,B1,Regular,199,R93,0
0.8,B,5,1,46,50,B12,Regular,67,R72,0
0.82,D,6,13,31,57,B4,Diesel,1602,R53,0
0.08,C,6,3,22,100,B1,Regular,204,R91,0
0.33,A,4,10,38,76,B2,Regular,33,R24,0
1.0,D,7,5,61,50,B2,Regular,1753,R82,1
0.74,A,10,7,57,50,B2,Regular,34,R24,0
0.08,C,11,9,46,50,B1,Regular,480,R82,1
0.43,D,7,4,45,50,B12,Regular,1629,R93,0
0.36,C,10,2,65,50,B12,Regular,289,R82,0
0.42,C,11,9,36,68,B1,Regular,383,R93,0
0.49,D,7,9,35,76,B1,Diesel,754,R24,0
0.75,C,9,16,61,50,B3,Regular,461,R53,0
1.0,C,5,6,33,50,B5,Diesel,287,R53,0
0.5,D,9,2,37,50,B10,Diesel,631,R93,0
0.07,D,5,15,29,125,B3,Diesel,1767,R31,0
0.49,D,7,0,67,50,B12,Diesel,894,R83,0
0.46,D,4,1,38,50,B12,Regular,1858,R11,0
0.43,C,11,0,61,50,B12,Diesel,199,R82,0
1.0,C,8,13,67,50,B1,Diesel,145,R72,0
0.07,C,4,4,35,56,B12,Regular,133,R91,0
0.12,E,5,0,63,50,B12,Regular,2278,R91,0
0.2,E,5,2,55,50,B12,Regular,3302,R11,0
0.63,D,4,3,44,50,B12,Regular,1955,R94,0
0.07,C,5,15,59,50,B2,Diesel,131,R24,0
0.88,C,6,1,38,50,B2,Diesel,118,R24,1
0.1,B,12,4,72,50,B12,Regular,93,R91,0
0.08,C,5,1,60,50,B5,Regular,116,R91,0
1.0,D,4,11,34,50,B2,Diesel,1565,R31,0
0.06,D,7,0,50,50,B12,Diesel,1381,R82,0
0.24,B,5,15,31,60,B5,Diesel,80,R72,0
0.96,C,5,10,42,50,B5,Diesel,132,R91,0
0.59,C,4,0,44,50,B1,Diesel,108,R82,0
0.05,F,8,0,34,60,B12,Regular,27000,R11,0
1.0,A,5,2,66,50,B2,Diesel,41,R24,0
1.0,D,10,13,30,54,B5,Diesel,1323,R82,0
0.03,F,7,16,30,76,B3,Regular,16052,R11,0
0.76,D,11,10,37,54,B2,Regular,1313,R24,0
0.07,D,8,5,38,50,B4,Diesel,883,R93,0
0.08,E,4,12,56,50,B4,Diesel,2191,R26,0
0.07,E,5,8,57,50,B1,Diesel,8455,R82,0
1.0,A,10,13,44,50,B10,Diesel,15,R24,0
1.0,C,7,14,46,50,B1,Regular,139,R53,0
1.0,C,5,7,33,57,B1,Regular,383,R93,0
0.08,E,4,3,48,72,B2,Regular,3317,R93,0
0.72,E,5,6,27,80,B1,Regular,3963,R91,0
0.79,C,6,5,43,50,B12,Diesel,384,R73,0
0.69,C,4,1,28,54,B12,Diesel,225,R94,0
0.35,C,4,2,26,85,B12,Diesel,147,R93,0
0.72,C,9,8,29,100,B11,Regular,220,R24,1
0.53,D,4,12,39,68,B6,Regular,824,R91,0
1.0,D,8,2,31,50,B3,Regular,881,R54,0
0.74,D,11,3,54,50,B12,Diesel,824,R91,0
0.26,E,9,0,34,50,B12,Regular,4423,R11,1
1.0,C,6,7,34,50,B2,Diesel,104,R93,0
0.71,C,7,0,42,50,B12,Diesel,199,R93,0
0.12,D,9,6,51,50,B12,Diesel,966,R72,0
0.74,D,4,2,48,50,B12,Diesel,665,R41,0
0.84,E,6,5,32,50,B12,Regular,3301,R73,0
1.0,C,4,12,54,50,B2,Regular,112,R53,0
1.0,A,6,8,44,50,B1,Diesel,26,R24,0
0.95,C,8,15,33,50,B2,Diesel,155,R24,0
1.0,C,6,13,32,50,B1,Diesel,107,R91,0
0.24,D,7,13,18,90,B2,Regular,1054,R24,1
0.99,D,5,0,34,64,B2,Diesel,1210,R82,0
0.12,A,4,1,57,50,B12,Diesel,34,R54,0
0.47,A,12,2,64,50,B12,Diesel,45,R26,0
0.5,C,4,9,35,57,B2,Regular,108,R93,0
0.2,E,6,6,29,72,B3,Regular,3374,R42,0
1.0,C,6,9,68,50,B2,Regular,163,R24,0
0.96,C,4,11,27,80,B2,Regular,376,R93,0
0.03,D,4,1,28,95,B12,Diesel,1541,R91,0
0.6,B,6,10,35,50,B1,Diesel,55,R25,0
0.46,D,6,1,27,80,B12,Diesel,1729,R74,0
0.26,A,6,7,43,50,B3,Diesel,25,R24,1
0.35,D,6,3,46,50,B1,Diesel,987,R93,0
0.03,D,4,3,66,50,B12,Regular,763,R52,0
1.0,C,6,4,72,50,B5,Regular,214,R24,0
0.67,C,5,6,71,50,B1,Regular,440,R53,0
0.59,E,6,3,33,72,B4,Diesel,7259,R31,0
0.73,E,4,4,47,50,B12,Regular,3184,R11,0
0.28,E,7,6,77,59,B12,Regular,2201,R11,0
0.12,C,7,1,48,50,B12,Regular,230,R73,0
0.05,E,6,7,19,125,B12,Diesel,4972,R42,0
1.0,D,7,10,37,50,B1,Regular,1313,R24,0
0.21,E,8,2,50,50,B12,Diesel,3744,R93,0
0.01,C,6,2,55,50,B1,Diesel,262,R53,0
0.49,B,4,15,28,64,B1,Regular,57,R93,0
0.64,E,12,10,43,60,B1,Regular,7571,R11,0
0.97,C,6,6,28,85,B2,Regular,282,R72,0
1.0,E,5,8,47,50,B1,Regular,3317,R93,0
0.27,B,7,0,26,64,B12,Diesel,95,R26,0
0.5,C,8,14,48,50,B1,Diesel,473,R53,0
1.0,B,7,11,45,50,B2,Regular,55,R82,0
0.07,C,8,3,35,85,B12,Diesel,217,R91,0
0.36,C,4,4,34,50,B12,Regular,190,R82,0
1.0,C,7,5,54,100,B2,Regular,282,R24,1
0.23,A,7,0,67,50,B12,Regular,25,R93,0
0.95,D,6,5,54,77,B1,Diesel,1027,R24,1
1.0,E,6,6,45,50,B5,Regular,2740,R22,0
1.0,C,6,2,52,50,B13,Diesel,413,R72,0
0.62,E,9,0,78,50,B5,Regular,3963,R91,0
0.7,A,5,4,56,50,B12,Regular,26,R73,0
0.18,F,9,2,75,74,B12,Regular,14368,R11,0
0.29,D,7,1,37,90,B12,Diesel,503,R23,0
0.08,E,10,4,79,50,B5,Diesel,5723,R82,0
1.0,E,4,1,51,50,B1,Regular,2032,R11,0
1.0,E,4,12,41,50,B2,Regular,7187,R11,0
0.04,D,8,0,41,50,B12,Diesel,533,R93,0
0.01,E,6,3,37,54,B3,Diesel,2019,R11,0
0.46,E,4,1,74,50,B12,Regular,4253,R72,0
0.31,E,11,7,37,83,B1,Diesel,8549,R82,1
1.0,A,5,2,88,50,B1,Diesel,30,R24,0
0.03,E,7,11,34,100,B10,Diesel,4116,R24,0
0.93,C,7,0,48,50,B12,Diesel,300,R53,0
1.0,B,8,15,21,80,B2,Regular,51,R54,0
0.38,A,7,15,19,100,B1,Regular,10,R24,0
0.03,F,4,2,26,90,B12,Regular,27000,R11,0
0.78,B,6,3,73,50,B12,Regular,86,R82,0
0.12,B,5,10,27,68,B2,Regular,72,R24,0
0.36,C,5,12,20,95,B1,Diesel,214,R26,0
0.2,D,5,7,49,50,B12,Diesel,1287,R72,0
1.0,D,7,5,39,50,B5,Regular,747,R53,0
0.71,C,6,2,71,50,B12,Diesel,328,R93,1
0.25,E,4,9,36,58,B1,Regular,3744,R93,0
0.45,C,7,0,64,50,B1,Diesel,269,R11,0
0.43,B,4,2,49,50,B1,Regular,58,R11,0
0.41,C,5,4,74,52,B2,Diesel,481,R82,0
0.98,D,6,6,36,63,B12,Diesel,1287,R72,0
0.94,C,5,13,29,51,B2,Regular,182,R24,0
0.21,A,6,8,43,50,B3,Diesel,13,R24,0
0.58,A,6,3,46,50,B1,Regular,25,R24,0
1.0,C,8,15,70,50,B1,Diesel,118,R24,0
0.53,D,4,6,33,76,B3,Diesel,595,R93,0
0.01,F,8,0,65,50,B12,Regular,27000,R11,0
0.7,D,4,3,69,50,B12,Regular,1662,R11,0
1.0,A,6,11,43,50,B2,Diesel,27,R24,0
0.08,E,8,5,30,51,B1,Regular,3866,R24,0
0.32,B,5,3,46,50,B1,Diesel,57,R23,0
1.0,B,5,11,40,50,B3,Diesel,97,R52,0
1.0,B,6,8,64,50,B2,Diesel,65,R52,0
0.08,D,7,11,41,51,B11,Diesel,591,R31,0
0.29,D,7,8,33,50,B2,Diesel,722,R53,0
1.0,A,7,3,56,50,B1,Diesel,44,R24,0
1.0,C,4,13,62,76,B1,Regular,225,R91,0
0.74,D,11,2,71,50,B12,Diesel,657,R54,0
0.02,A,6,11,42,80,B3,Diesel,22,R24,0
1.0,C,4,8,48,50,B4,Diesel,355,R53,0
1.0,C,4,13,34,51,B6,Regular,300,R72,0
0.28,F,11,1,50,50,B12,Diesel,27000,R11,0
0.87,B,4,1,34,50,B12,Regular,52,R53,0
0.62,B,6,3,68,50,B12,Diesel,52,R93,0
0.66,A,7,8,43,50,B2,Diesel,29,R24,0
1.0,A,6,5,46,50,B2,Diesel,21,R24,0
0.08,E,7,4,32,50,B5,Diesel,3301,R73,0
1.0,F,5,5,49,58,B3,Diesel,10068,R11,0
0.02,D,8,0,47,50,B6,Diesel,1282,R31,0
0.75,A,8,20,41,50,B2,Diesel,44,R24,0
0.08,D,7,5,30,76,B3,Diesel,1326,R93,0
0.02,E,7,4,28,85,B12,Diesel,5460,R11,0
1.0,D,7,13,70,50,B1,Regular,1130,R82,0
0.67,E,5,8,36,118,B1,Regular,2044,R24,0
0.69,A,4,17,49,50,B1,Regular,15,R24,0
0.16,E,8,13,57,68,B10,Regular,3317,R93,0
0.47,C,6,8,55,50,B6,Regular,110,R24,0
1.0,A,7,5,60,50,B5,Diesel,12,R24,0
0.17,D,7,4,43,77,B3,Regular,625,R91,0
0.24,D,7,3,40,85,B1,Regular,1326,R93,0
1.0,B,7,12,38,50,B2,Diesel,61,R24,0
0.48,C,9,15,38,50,B12,Diesel,326,R82,0
1.0,A,10,12,64,50,B2,Diesel,36,R24,0
0.41,A,7,16,56,50,B2,Diesel,41,R73,0
0.08,E,6,4,42,50,B1,Diesel,2415,R82,0
0.83,D,10,0,54,50,B12,Regular,1729,R74,0
0.09,D,6,11,34,100,B2,Diesel,1314,R24,0
0.35,D,12,1,61,50,B12,Diesel,824,R91,0
0.02,D,12,4,34,50,B10,Diesel,747,R53,0
0.22,C,7,10,68,50,B2,Diesel,405,R24,0
0.25,E,7,1,32,54,B4,Diesel,8455,R82,0
0.04,D,4,2,35,90,B12,Diesel,916,R31,0
0.95,A,4,2,82,50,B2,Diesel,19,R24,0
0.8,D,4,2,44,85,B12,Regular,573,R41,0
1.0,D,5,11,35,85,B2,Diesel,1448,R93,0
1.0,A,5,15,78,62,B2,Diesel,37,R53,0
0.85,B,7,4,45,50,B4,Diesel,97,R93,1
1.0,B,9,6,79,50,B13,Regular,67,R82,0
0.08,E,10,0,36,50,B13,Regular,3301,R73,0
1.0,C,4,18,38,50,B1,Regular,163,R24,0
0.16,C,9,3,39,50,B6,Diesel,323,R91,0
0.44,C,12,14,53,55,B11,Regular,125,R53,0
0.59,A,5,2,45,50,B12,Diesel,37,R93,0
